category,title,emoji,bytes,bundled,local_path,source_url,used_in
"soundtrack-playlist","Scottish Highlands (Bagpipes)","🏴󠁧󠁢󠁳󠁣󠁴󠁿","47109045","false","media/music/036-scottish-highlands-bagpipes.mp3","https://user.uploads.dev/file/bbfda1aa43149980d104bbc84d9f4da6.mp3","index.html: window.defaultMusicTracks"
"soundtrack-playlist","Serene Sci-Fi","🪐","115795197","false","media/music/037-serene-sci-fi.mp3","https://user.uploads.dev/file/f463c6e7c8b6e6abae2acdf423a72f90.mp3","index.html: window.defaultMusicTracks"
"soundtrack-playlist","Soft Sci-Fi","☄️","56580141","false","media/music/038-soft-sci-fi.mp3","https://user.uploads.dev/file/5ca2c3e11243c1dec20b274ce6d8d2ec.mp3","index.html: window.defaultMusicTracks"
"soundtrack-playlist","Soothing Elven Vocals","🧝‍♀️","141710243","false","media/music/039-soothing-elven-vocals.mp3","https://user.uploads.dev/file/5d11408fd625df97743095488c2284a5.mp3","index.html: window.defaultMusicTracks"
"soundtrack-playlist","Tokyo Vibes","🗼","89810901","false","media/music/040-tokyo-vibes.mp3","https://user.uploads.dev/file/c8100c5ba725441c747a0483bbf3f3fe.mp3","index.html: window.defaultMusicTracks"
"soundtrack-playlist","Very Gentle Ethereal","😌","45425373","false","media/music/041-very-gentle-ethereal.mp3","https://user.uploads.dev/file/0bf90087944ff9b441089fc0d54ad03a.mp3","index.html: window.defaultMusicTracks"
"soundtrack-playlist","Wistful Peaceful Forest","🍃","97786653","false","media/music/042-wistful-peaceful-forest.mp3","https://user.uploads.dev/file/2f3b33d14df71a83c371cc51441e9ac7.mp3","index.html: window.defaultMusicTracks"
"soundtrack-playlist","Wistful Piano","🕊","37626645","false","media/music/043-wistful-piano.mp3","https://user.uploads.dev/file/7f06357b5112c77e1139d38778dacb86.mp3","index.html: window.defaultMusicTracks"
"soundtrack-playlist","Wistful Sci-Fi","🌌","42147987","false","media/music/044-wistful-sci-fi.mp3","https://user.uploads.dev/file/ca38400ca13388c03fb689b0ab528dbf.mp3","index.html: window.defaultMusicTracks"
"animated-scene","Afternoon Marketplace","🧺","2421600","false","media/scenes/001-afternoon-marketplace.mp4","https://user.uploads.dev/file/a7732352677934ad3ac0e98e577efb56.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Solarpunk City","🏙","755719","false","media/scenes/002-solarpunk-city.mp4","https://user.uploads.dev/file/404076e6bb950071724c709956a1ca7c.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Ocean View","🌅","11836855","false","media/scenes/003-ocean-view.mp4","https://user.uploads.dev/file/aefae58a512bbf5fa05547eabf6c9582.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Cute Farmhouse","🌾","26595570","false","media/scenes/004-cute-farmhouse.mp4","https://user.uploads.dev/file/e56f5778f83d80dc966ca91a3d050ea4.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Cosy Room","🧸","51992810","false","media/scenes/005-cosy-room.mp4","https://user.uploads.dev/file/37a72fc18e9b95c5b8580b8297a2ea81.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Dormitory","🛏️","36855367","false","media/scenes/006-dormitory.mp4","https://user.uploads.dev/file/0ec7852db236b07de5f71798103d1ba7.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Sunlit Cabin","☀️","23775894","false","media/scenes/007-sunlit-cabin.mp4","https://user.uploads.dev/file/48b3222ec4e8907dcc3eae2484d2d456.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Floating on Back","🏊","23855521","false","media/scenes/008-floating-on-back.webm","https://user.uploads.dev/file/3fbf15f79e54fde4072aa9698fa3de42.webm","index.html: window.defaultBackgroundVisuals"
"animated-scene","Abandoned City","🏚","19253712","false","media/scenes/009-abandoned-city.mp4","https://user.uploads.dev/file/a32ddbf40f956968436f9f613ef3fd06.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Abandoned Station","🚊","6978470","false","media/scenes/010-abandoned-station.mp4","https://user.uploads.dev/file/48dd46475cf498a29b4b84f0b2e998f2.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Forest Campsite","🏕️","8035356","false","media/scenes/011-forest-campsite.mp4","https://user.uploads.dev/file/fee29b9182cdf73e84d90227df424823.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Sinking Ruins Forest","🏛️","10438064","false","media/scenes/012-sinking-ruins-forest.webm","https://user.uploads.dev/file/59d5fef2a68606ceec850252d5dfeb3d.webm","index.html: window.defaultBackgroundVisuals"
"animated-scene","Cute Snowy Forest","❄️","1566612","false","media/scenes/013-cute-snowy-forest.mp4","https://user.uploads.dev/file/aa7e072933e66c92f485aba23520ae17.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Zelda","🗡️","7134383","false","media/scenes/014-zelda.mp4","https://user.uploads.dev/file/b1c9793539f3dfac5718856bf684aadc.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Wilderness Snow","🏔️","39903836","false","media/scenes/015-wilderness-snow.mp4","https://user.uploads.dev/file/87a33181d41894c7a92ac24fca3ea3fd.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Japanese Autumn","🍂","33688488","false","media/scenes/016-japanese-autumn.mp4","https://user.uploads.dev/file/f4c8f17b576b4b2227c3f5291a9bee90.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Grassy Hillside Village","🌾","3063677","false","media/scenes/017-grassy-hillside-village.webm","https://user.uploads.dev/file/4e059e5ceaf5d9d8b7cce44f5a7b5f23.webm","index.html: window.defaultBackgroundVisuals"
"animated-scene","Cyberpunk City","🌃","6290688","false","media/scenes/018-cyberpunk-city.webm","https://user.uploads.dev/file/d313697907717f2320f4bb715c6aa98e.webm","index.html: window.defaultBackgroundVisuals"
"animated-scene","Sleepy Cyberpunk","🌃","2942359","false","media/scenes/019-sleepy-cyberpunk.mp4","https://user.uploads.dev/file/54c47d79c55f56f02d63aeaef61bc42e.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Cyberpunk Cafe","🌃","10640414","false","media/scenes/020-cyberpunk-cafe.mp4","https://user.uploads.dev/file/f2d05fd62257734d6d4a2bf6088b1785.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Dusk Silhouette","🌆","18443507","false","media/scenes/021-dusk-silhouette.mp4","https://user.uploads.dev/file/21a9add7735340351ae6094a5ab1bb05.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Neon Alleyway","🌆","1263820","false","media/scenes/022-neon-alleyway.webm","https://user.uploads.dev/file/349b18e56ff9ac3d22142b232acc6f8e.webm","index.html: window.defaultBackgroundVisuals"
"animated-scene","Fuji Village","🗻","10217443","false","media/scenes/023-fuji-village.mp4","https://user.uploads.dev/file/cca1e8143714e517e79eaf19739df9fd.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Portal Gate","⛩️","3897006","false","media/scenes/024-portal-gate.mp4","https://user.uploads.dev/file/80a1975a069a6cb7b0b3a058bb7a8d6c.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Moonlit Campfire","🫕","13205771","false","media/scenes/025-moonlit-campfire.mp4","https://user.uploads.dev/file/c0a6f1d8573ba6072a635803bc1b4cd5.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Port Town Sunset","⛵","47622305","false","media/scenes/026-port-town-sunset.mp4","https://user.uploads.dev/file/7f7315e9f5ab49da3376ed7f7dde37ac.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Relaxing Minecraft","⛏️","2274686","false","media/scenes/027-relaxing-minecraft.mp4","https://user.uploads.dev/file/b811b143b384b3202752ad3c64481373.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Hollowknight","⚔️","5172972","false","media/scenes/028-hollowknight.mp4","https://user.uploads.dev/file/67b96adb450fd346e5361fe30ab64be2.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Elden Ring","⚔️","3563884","false","media/scenes/029-elden-ring.mp4","https://user.uploads.dev/file/accbe50140041e89ebffb1649fe7f641.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Pixel Village","🏰","2160281","false","media/scenes/030-pixel-village.mp4","https://user.uploads.dev/file/630d2e847b0cba30158073ef8db12d6c.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Sunset Abandoned Train","🚋","500373","false","media/scenes/031-sunset-abandoned-train.webm","https://user.uploads.dev/file/3b30b3f9fe2d1407a14632b5c1e0a8fb.webm","index.html: window.defaultBackgroundVisuals"
"animated-scene","Cave Overlooking Mist","⛰️","778070","false","media/scenes/032-cave-overlooking-mist.mp4","https://user.uploads.dev/file/620c8e271c512a5860d1e0be4fc4ef35.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Snowy Viking Village","🌫","9181272","false","media/scenes/033-snowy-viking-village.mp4","https://user.uploads.dev/file/8eb17b6322e41e41a3e815971d49c9b1.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Pixel Arctic City","🌨️","14648735","true","05-media-assets/bundled-scenes/034-pixel-arctic-city.gif","https://user.uploads.dev/file/36f2b749944860ea1f599ee51f40f870.gif","index.html: window.defaultBackgroundVisuals"
"animated-scene","Pixel City Sunset","🌇","7955079","true","05-media-assets/bundled-scenes/035-pixel-city-sunset.gif","https://user.uploads.dev/file/dc84e16a698aff6369d4ff63a435db2c.gif","index.html: window.defaultBackgroundVisuals"
"animated-scene","Snowy Pixel Temple","🏯","2076560","true","05-media-assets/bundled-scenes/036-snowy-pixel-temple.gif","https://user.uploads.dev/file/757acf58dbda3d2a4c8429c2225b4b08.gif","index.html: window.defaultBackgroundVisuals"
"animated-scene","Pixel Seaside Forest","🏞️","1191249","true","05-media-assets/bundled-scenes/037-pixel-seaside-forest.gif","https://user.uploads.dev/file/ad0697cd555be8f750e4a9d0b0fe50a9.gif","index.html: window.defaultBackgroundVisuals"
"animated-scene","Appa Sunset Ride","🐂","9381219","false","media/scenes/038-appa-sunset-ride.webm","https://user.uploads.dev/file/df08b0d8ab1f262f929c0706774ebf0e.webm","index.html: window.defaultBackgroundVisuals"
"animated-scene","Haku Dragon","🐉","9551708","false","media/scenes/039-haku-dragon.webm","https://user.uploads.dev/file/a2089479d88005221cc46d22ee560e12.webm","index.html: window.defaultBackgroundVisuals"
"animated-scene","AoT Ocean","🌊","10844911","false","media/scenes/040-aot-ocean.webm","https://user.uploads.dev/file/1b83cab0ef5f0120b2a2a9dd0f84b617.webm","index.html: window.defaultBackgroundVisuals"
"animated-scene","Japanese Living Room","🍵","10849415","false","media/scenes/041-japanese-living-room.webm","https://user.uploads.dev/file/34a83ecfa8ec3bf1959daf36519aaa2b.webm","index.html: window.defaultBackgroundVisuals"
"animated-scene","Autumn Samurai","🍂","13919953","false","media/scenes/042-autumn-samurai.webm","https://user.uploads.dev/file/c1392fbd65273e70c02a5490a62bd331.webm","index.html: window.defaultBackgroundVisuals"
"animated-scene","Rune Mountain Path","⛰︎","1344905","false","media/scenes/043-rune-mountain-path.webm","https://user.uploads.dev/file/4869c86ed749ccc5797f8712c99e9b6b.webm","index.html: window.defaultBackgroundVisuals"
"animated-scene","Dungeon Entrance","🕸️","2346050","false","media/scenes/044-dungeon-entrance.mp4","https://user.uploads.dev/file/e92d4ab750986076bb7bc075c73415e5.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Small Forest Cabin","🌲","988190","false","media/scenes/045-small-forest-cabin.webm","https://user.uploads.dev/file/d30e93d6bc6110c5f1314dfaec7d943f.webm","index.html: window.defaultBackgroundVisuals"
"animated-scene","Up Late, Rainy Night","🪟","3173004","false","media/scenes/046-up-late-rainy-night.mp4","https://user.uploads.dev/file/b8b6fb4750ddfebde17ac9a93c3bb866.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Sunken Giant Statue","🗿","4148166","false","media/scenes/047-sunken-giant-statue.mp4","https://user.uploads.dev/file/45bd7cc56bee0839bb0029db92547ead.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Mountain Meadow Cottage","👒","37599861","false","media/scenes/048-mountain-meadow-cottage.mp4","https://user.uploads.dev/file/01cf8c7478fcbae8aaa20ec800325174.mp4","index.html: window.defaultBackgroundVisuals"
"animated-scene","Anime Rain Puddle","💧","2859754","false","media/scenes/049-anime-rain-puddle.mp4","https://user.uploads.dev/file/b248270bbc2c80953e8a1d9269c919ea.mp4","index.html: window.defaultBackgroundVisuals"
"soundtrack-library","Abandoned Ruins","","50924109","false","media/music-library/abandoned-ruins-1f1e9470b2badd6d43546eae13c75171.mp3","https://user.uploads.dev/file/1f1e9470b2badd6d43546eae13c75171.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","A Bard's Tale","","54853629","false","media/music-library/a-bards-tale-310fe2edc0457a9e7f7091095d229c22.mp3","https://user.uploads.dev/file/310fe2edc0457a9e7f7091095d229c22.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Aberration Fight","","59098749","false","media/music-library/aberration-fight-5d5424082ec66aac7c4ef0d9bf85a8df.mp3","https://user.uploads.dev/file/5d5424082ec66aac7c4ef0d9bf85a8df.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","A City in Sorrow","","59147229","false","media/music-library/a-city-in-sorrow-e49f00dc6b89924c48225cac8a502baf.mp3","https://user.uploads.dev/file/e49f00dc6b89924c48225cac8a502baf.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Ale and Anecdotes","","60680349","false","media/music-library/ale-and-anecdotes-1f6e63c37e1dcb5504cbe9295faccae9.mp3","https://user.uploads.dev/file/1f6e63c37e1dcb5504cbe9295faccae9.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Ambush!","","61483485","false","media/music-library/ambush-7bfcf3517dc46de22b9c08e29cf35244.mp3","https://user.uploads.dev/file/7bfcf3517dc46de22b9c08e29cf35244.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Ancient Construct Fight","","62424741","false","media/music-library/ancient-construct-fight-a264f38f6b8257464993cd1c025420c5.mp3","https://user.uploads.dev/file/a264f38f6b8257464993cd1c025420c5.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Ancient Evil Awakens","","62733189","false","media/music-library/ancient-evil-awakens-4fef55a52b7f7e26dc473bef372d2e6a.mp3","https://user.uploads.dev/file/4fef55a52b7f7e26dc473bef372d2e6a.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Ancient Tomb","","60340869","false","media/music-library/ancient-tomb-96868f8451a7609a6839c0e6977b6a50.mp3","https://user.uploads.dev/file/96868f8451a7609a6839c0e6977b6a50.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Arabian Nights","","67539789","false","media/music-library/arabian-nights-9daa8fcab2bd602ada6af4c456e394e0.mp3","https://user.uploads.dev/file/9daa8fcab2bd602ada6af4c456e394e0.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Arctic Wilderness","","61470933","false","media/music-library/arctic-wilderness-91c464d5a994f8202a6f64fb7abbf382.mp3","https://user.uploads.dev/file/91c464d5a994f8202a6f64fb7abbf382.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Assault of Tenacity","","59541429","false","media/music-library/assault-of-tenacity-bada4a3afddb18c63f5e268b23b6be89.mp3","https://user.uploads.dev/file/bada4a3afddb18c63f5e268b23b6be89.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Battle Arena","","62553381","false","media/music-library/battle-arena-6e71b035c511175483b119d053884763.mp3","https://user.uploads.dev/file/6e71b035c511175483b119d053884763.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Battle of Lost Souls","","60144237","false","media/music-library/battle-of-lost-souls-cea83dc30167d9211676aedf24773746.mp3","https://user.uploads.dev/file/cea83dc30167d9211676aedf24773746.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Beach","","43371261","false","media/music-library/beach-7c0be6500fbeff70e6ba6aa7c2924d15.mp3","https://user.uploads.dev/file/7c0be6500fbeff70e6ba6aa7c2924d15.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Blizzard","","49314333","false","media/music-library/blizzard-409fd5c3727cbabf2960a39df92f65ef.mp3","https://user.uploads.dev/file/409fd5c3727cbabf2960a39df92f65ef.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Campfire","","58848309","false","media/music-library/campfire-07462f3b94fff5c0360f14097371e1a9.mp3","https://user.uploads.dev/file/07462f3b94fff5c0360f14097371e1a9.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Catacomb","","43241253","false","media/music-library/catacomb-6d90a8dad4cc874cef6cd3dfb0328fd3.mp3","https://user.uploads.dev/file/6d90a8dad4cc874cef6cd3dfb0328fd3.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Cave","","39557853","false","media/music-library/cave-f58eaab419e2e0c4dbedb5c4503d6db7.mp3","https://user.uploads.dev/file/f58eaab419e2e0c4dbedb5c4503d6db7.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Cemetery","","54153501","false","media/music-library/cemetery-6c921485fd94ddb09837a73b92b2850e.mp3","https://user.uploads.dev/file/6c921485fd94ddb09837a73b92b2850e.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Chase","","64642317","false","media/music-library/chase-beb9c5b479fa1286a575489da1c348f3.mp3","https://user.uploads.dev/file/beb9c5b479fa1286a575489da1c348f3.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","City","","69482829","false","media/music-library/city-bc7b6ffece415e92a09632ebbb3f6349.mp3","https://user.uploads.dev/file/bc7b6ffece415e92a09632ebbb3f6349.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","City in the Desert","","59717085","false","media/music-library/city-in-the-desert-e7160ef88c89e8ace8dafb9005dda948.mp3","https://user.uploads.dev/file/e7160ef88c89e8ace8dafb9005dda948.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","City of Thieves","","46436181","false","media/music-library/city-of-thieves-9f49591bf4f7210afeaf2fe1fad9bb05.mp3","https://user.uploads.dev/file/9f49591bf4f7210afeaf2fe1fad9bb05.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","City of Towers","","58546125","false","media/music-library/city-of-towers-4811a34b091739f013f3d046e92ed2b8.mp3","https://user.uploads.dev/file/4811a34b091739f013f3d046e92ed2b8.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","City Temple","","60010917","false","media/music-library/city-temple-76f9ec684d87a79f5edca38f9d9c4ece.mp3","https://user.uploads.dev/file/76f9ec684d87a79f5edca38f9d9c4ece.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Cloud City","","57995661","false","media/music-library/cloud-city-bf469c3aafca9809b71739f8b866f8d7.mp3","https://user.uploads.dev/file/bf469c3aafca9809b71739f8b866f8d7.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Cosmic Horror","","52380141","false","media/music-library/cosmic-horror-d026c7d416f1287033318dde47b25f13.mp3","https://user.uploads.dev/file/d026c7d416f1287033318dde47b25f13.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Cozy Tavern","","58574853","false","media/music-library/cozy-tavern-b56abc1f9d068b354c5c53f103037c4a.mp3","https://user.uploads.dev/file/b56abc1f9d068b354c5c53f103037c4a.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
"soundtrack-library","Creepy Dungeon","","53715789","false","media/music-library/creepy-dungeon-104b36bbcf4b3d146b90f186f3d96f46.mp3","https://user.uploads.dev/file/104b36bbcf4b3d146b90f186f3d96f46.mp3","index.html: commented-out <option> music library (dynamic audio selection)"
